,customer,response,coverage,education,effective_to_date,employment_status,gender,location_code,renew_offer_type,vehicle_size,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,day,month,year,claim_amount_bin,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate,policy_type_Personal,policy_type_Special,policy_number_L1,policy_number_L2,policy_number_L3,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,coverage_ordinal,employment_status_ordinal,location_code_ordinal,vehicle_size_ordinal
2003,AT36002,No,Basic,College,2011-02-04,Unemployed,F,Suburban,Offer1,Medsize,13579.29911,0,193,30,38,0,7,1610.261914,4,2,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0,0,1,1
2008,MN62189,No,Basic,High School or Below,2011-01-19,Medical Leave,F,Suburban,Offer1,Medsize,8991.98452,17331,117,13,39,0,6,1138.255325,19,1,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,0,1,1
2022,MS18916,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Offer2,Small,3508.569533,20978,98,19,96,1,1,1176.2788,5,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1,0,1,0
2024,UT48216,Yes,Extended,College,2011-01-14,Employed,M,Suburban,Offer2,Small,7840.165778,58414,210,7,24,2,1,1008.0,14,1,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,2,1,0
2035,PW51793,No,Extended,Bachelor,2011-01-02,Employed,M,Suburban,Offer1,Small,7325.892726,52920,93,18,95,0,3,1101.05432,2,1,2011,Outliers,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1,2,1,0
2037,FG29932,Yes,Extended,College,2011-01-14,Employed,M,Suburban,Offer2,Small,7840.165778,58414,210,7,24,2,1,1008.0,14,1,2011,Outliers,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,1,2,1,0
2076,VG31922,No,Premium,Bachelor,2011-02-06,Unemployed,F,Suburban,Offer1,Small,6516.214888,0,175,12,60,0,1,1221.143438,6,2,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,2,0,1,0
2121,WD48852,No,Basic,College,2011-01-04,Unemployed,F,Suburban,Offer3,Medsize,12786.66898,0,180,14,70,0,4,1296.0,4,1,2011,Outliers,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,0,0,1,1
2136,BV91898,No,Basic,Bachelor,2011-02-03,Unemployed,F,Suburban,Offer3,Medsize,30141.61738,0,103,9,72,0,2,1060.310769,3,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0,0,1,1
2139,JB51220,No,Premium,High School or Below,2011-02-15,Unemployed,F,Suburban,Offer1,Medsize,10915.35877,0,155,9,62,1,8,1116.0,15,2,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2,0,1,1
2153,PB60303,No,Extended,Master,2011-02-15,Employed,F,Suburban,Offer4,Medsize,18089.79629,68568,223,5,28,1,6,1070.4,15,2,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1,2,1,1
2157,KD21661,No,Premium,College,2011-02-05,Unemployed,M,Suburban,Offer1,Large,5179.55248,0,165,29,6,2,1,1188.0,5,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,2,0,1,2
2180,TU53781,Yes,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Offer1,Medsize,8427.172486,46503,215,4,21,1,1,1032.0,10,2,2011,Outliers,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,2,1,1
2208,XZ64172,Yes,Premium,High School or Below,2011-02-08,Employed,M,Suburban,Offer1,Medsize,10963.95723,55687,276,33,91,0,1,1324.8,8,2,2011,Outliers,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,2,2,1,1
2225,WP58340,Yes,Premium,High School or Below,2011-02-08,Employed,M,Suburban,Offer1,Medsize,10963.95723,55687,276,33,91,0,1,1324.8,8,2,2011,Outliers,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,2,2,1,1
2260,FN44127,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Offer2,Small,3508.569533,20978,98,19,96,1,1,1176.2788,5,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1,0,1,0
2261,QE79527,Yes,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Offer1,Medsize,8427.172486,46503,215,4,21,1,1,1032.0,10,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,2,1,1
2286,JN51592,No,Extended,Bachelor,2011-02-19,Employed,F,Suburban,Offer1,Medsize,16985.49688,22497,212,15,71,0,7,1017.6,19,2,2011,Outliers,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,1,2,1,1
2294,JG76775,No,Extended,High School or Below,2011-01-29,Employed,M,Suburban,Offer1,Medsize,30061.69259,48258,249,12,86,0,2,1195.2,29,1,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1,2,1,1
2310,WL63802,No,Basic,High School or Below,2011-01-19,Unemployed,M,Suburban,Offer1,Small,6425.709981,0,181,13,16,0,1,1303.2,19,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,0,0,1,0
2318,SD77009,No,Extended,College,2011-02-21,Unemployed,M,Suburban,Offer3,Medsize,8334.359986,0,136,7,61,2,3,979.2,21,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1,0,1,1
2336,HW65139,No,Extended,Doctor,2011-02-12,Medical Leave,M,Suburban,Offer3,Medsize,26730.06042,21275,240,3,58,0,2,1152.0,12,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,0,1,1
2373,FD73388,Yes,Premium,Master,2011-02-13,Disabled,F,Suburban,Offer1,Medsize,13736.1325,16181,181,22,79,0,8,1261.319869,13,2,2011,Outliers,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,2,0,1,1
2424,RW50070,No,Extended,High School or Below,2011-02-26,Employed,M,Suburban,Offer2,Medsize,8935.274872,63326,225,5,99,0,1,1080.0,26,2,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1,2,1,1
2431,WO83615,No,Extended,Bachelor,2011-02-21,Employed,M,Suburban,Offer2,Medsize,5395.434909,44047,137,12,38,0,1,969.232217,21,2,2011,Outliers,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1,2,1,1
2462,FX48006,No,Extended,College,2011-01-25,Employed,M,Suburban,Offer1,Medsize,24178.68478,43704,201,29,67,0,2,1064.482165,25,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1,2,1,1
2504,PU71194,No,Premium,Bachelor,2011-02-26,Employed,F,Suburban,Offer1,Medsize,35203.57475,56343,295,11,69,0,2,1612.962321,26,2,2011,Outliers,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,2,2,1,1
2550,QJ57215,No,Extended,College,2011-01-25,Unemployed,F,Suburban,Offer1,Medsize,4383.751482,0,123,14,97,0,1,1480.336748,25,1,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1,0,1,1
2607,YU86361,Yes,Extended,Master,2011-02-20,Employed,F,Suburban,Offer2,Medsize,19160.98994,22705,239,19,59,0,7,1294.700423,20,2,2011,Outliers,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,2,1,1
2613,ZD44648,No,Extended,College,2011-02-12,Employed,M,Suburban,Offer4,Medsize,9656.212573,29504,125,16,29,0,9,1224.56345,12,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1,2,1,1
2626,RO89785,Yes,Extended,College,2011-01-05,Medical Leave,M,Suburban,Offer2,Small,3508.569533,20978,98,19,96,1,1,1176.2788,5,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,0,1,0
2662,SF46129,No,Premium,High School or Below,2011-01-26,Employed,M,Suburban,Offer3,Small,8986.610653,66267,111,23,95,0,3,1093.708851,26,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,2,2,1,0
2709,KS12294,No,Premium,Bachelor,2011-02-16,Unemployed,M,Suburban,Offer1,Medsize,15994.008,0,159,19,75,0,2,1410.16929,16,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,2,0,1,1
2710,US89453,No,Extended,College,2011-01-10,Unemployed,M,Suburban,Offer1,Large,9022.08313,0,125,7,99,0,3,988.535078,10,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,1,0,1,2
2713,FM54600,No,Premium,High School or Below,2011-01-14,Unemployed,F,Suburban,Offer2,Medsize,18853.73945,0,173,24,21,0,2,1245.6,14,1,2011,Outliers,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,2,0,1,1
2718,FA57012,No,Basic,College,2011-02-17,Unemployed,M,Suburban,Offer3,Small,6141.961623,0,182,24,45,0,1,1310.4,17,2,2011,Outliers,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,0,0,1,0
2827,MP53132,No,Extended,High School or Below,2011-02-11,Unemployed,F,Suburban,Offer1,Large,9713.156737,0,136,7,34,0,3,979.2,11,2,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,0,1,2
2895,XQ74827,No,Extended,High School or Below,2011-02-01,Employed,F,Suburban,Offer1,Medsize,19435.62924,38688,249,22,6,0,3,2294.631639,1,2,2011,Outliers,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,1,2,1,1
2915,WU21638,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Offer2,Medsize,6847.588918,0,191,2,70,0,1,1317.008182,14,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,0,1,1
2943,IP94270,Yes,Premium,Master,2011-02-13,Disabled,F,Suburban,Offer1,Medsize,13736.1325,16181,181,22,79,0,8,1261.319869,13,2,2011,Outliers,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
2989,ZI73222,No,Extended,High School or Below,2011-02-01,Unemployed,M,Suburban,Offer1,Medsize,15700.28436,0,211,31,52,0,5,1012.8,1,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1,0,1,1
2993,JI94264,No,Extended,College,2011-02-28,Disabled,M,Suburban,Offer2,Large,10053.55227,16511,135,35,4,0,5,972.0,28,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,0,1,2
3008,QL45827,Yes,Extended,College,2011-02-13,Employed,F,Suburban,Offer1,Small,25807.063,71210,214,8,89,1,2,1027.2,13,2,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1,2,1,0
3028,IC55961,No,Basic,High School or Below,2011-01-26,Unemployed,F,Suburban,Offer1,Medsize,20552.62128,0,187,22,97,1,2,1430.336183,26,1,2011,Outliers,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0,0,1,1
3055,FK95213,No,Extended,Master,2011-01-16,Employed,F,Urban,Offer2,Medsize,18611.45356,49673,232,27,57,0,7,1021.654003,16,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1,2,2,1
3100,FG16885,No,Premium,College,2011-02-27,Unemployed,M,Suburban,Offer2,Medsize,15814.74557,0,146,7,50,0,2,1055.43784,27,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
3114,TC99043,Yes,Premium,Master,2011-02-13,Disabled,F,Suburban,Offer1,Medsize,13736.1325,16181,181,22,79,0,8,1261.319869,13,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
3152,YG46815,No,Extended,High School or Below,2011-02-08,Unemployed,M,Suburban,Offer1,Medsize,9220.013197,0,136,13,28,0,4,979.2,8,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,0,1,1
3156,WA45944,Yes,Extended,College,2011-02-13,Employed,F,Suburban,Offer1,Small,25807.063,71210,214,8,89,1,2,1027.2,13,2,2011,Outliers,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1,2,1,0
3195,SW74846,No,Basic,Bachelor,2011-02-05,Employed,F,Suburban,Offer4,Medsize,7414.436023,62473,185,25,29,0,1,1298.853615,5,2,2011,Outliers,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0,2,1,1
3201,OP47206,No,Premium,College,2011-01-26,Unemployed,M,Suburban,Offer3,Medsize,5232.333113,0,154,26,85,0,1,1140.523821,26,1,2011,Outliers,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,2,0,1,1
3203,SM88270,No,Premium,High School or Below,2011-01-09,Employed,M,Suburban,Offer3,Medsize,30118.6554,68906,187,12,61,0,2,1053.300143,9,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,2,2,1,1
3273,MJ95558,No,Extended,Bachelor,2011-01-12,Employed,M,Suburban,Offer2,Small,16570.09009,23589,211,30,13,0,6,1012.8,12,1,2011,Outliers,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,1,2,1,0
3302,TZ51184,No,Extended,College,2011-01-10,Unemployed,M,Suburban,Offer1,Medsize,9778.984109,0,137,7,15,0,3,986.4,10,1,2011,Outliers,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,0,1,1
3310,HA40978,No,Premium,College,2011-01-12,Employed,M,Suburban,Offer1,Small,8478.278069,53234,109,27,37,0,7,1212.988796,12,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,2,2,1,0
3313,HA82735,No,Extended,Bachelor,2011-01-01,Unemployed,F,Suburban,Offer1,Medsize,3857.947176,0,121,12,67,2,1,1032.204305,1,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1,0,1,1
3327,VE46465,No,Extended,Master,2011-01-26,Unemployed,M,Suburban,Offer1,Medsize,4656.488488,0,128,6,37,1,1,1548.310532,26,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,1,0,1,1
3387,SM54018,No,Premium,College,2011-02-01,Unemployed,F,Suburban,Offer1,Medsize,12689.42804,0,117,4,89,1,2,1163.669865,1,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2,0,1,1
3414,PU11172,No,Extended,High School or Below,2011-01-10,Unemployed,F,Suburban,Offer1,Medsize,3539.97159,0,99,13,87,0,1,1158.858027,10,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1,0,1,1
3416,ZI60303,No,Extended,High School or Below,2011-01-28,Unemployed,M,Suburban,Offer3,Medsize,9817.026936,0,139,9,22,0,6,1000.8,28,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1,0,1,1
3424,TO82744,No,Extended,High School or Below,2011-01-04,Unemployed,F,Suburban,Offer3,Large,15789.65496,0,212,28,51,0,4,1526.4,4,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,0,1,2
3461,SM36624,No,Extended,High School or Below,2011-01-23,Unemployed,M,Suburban,Offer2,Medsize,7054.776317,0,207,32,96,0,1,1490.4,23,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,1,0,1,1
3468,SG51259,No,Extended,High School or Below,2011-01-05,Unemployed,F,Suburban,Offer1,Medsize,4502.867562,0,129,10,11,0,1,1486.410662,5,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1,0,1,1
3469,OK31456,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Offer2,Medsize,11009.13049,51643,283,16,43,0,1,1358.4,24,1,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,2,2,1,1
3475,IP81759,No,Extended,High School or Below,2011-01-06,Employed,M,Suburban,Offer4,Small,9366.816281,60613,240,3,52,0,1,1152.0,6,1,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,1,2,1,0
3478,GP99578,No,Basic,High School or Below,2011-01-13,Unemployed,F,Suburban,Offer1,Medsize,7086.176012,0,196,10,38,0,1,1644.690622,13,1,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0,0,1,1
3557,QO16222,No,Basic,College,2011-02-27,Unemployed,F,Suburban,Offer2,Small,6383.611136,0,196,13,74,2,1,2327.166394,27,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,0,0,1,0
3561,DD89544,No,Extended,Bachelor,2011-01-10,Employed,M,Suburban,Offer1,Medsize,18704.85055,64929,240,13,11,3,8,1261.672708,10,1,2011,Outliers,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,2,1,1
3629,EY75197,No,Premium,Bachelor,2011-01-24,Unemployed,F,Suburban,Offer3,Medsize,5611.926939,0,158,5,59,0,1,1137.6,24,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2,0,1,1
3685,SR74929,No,Extended,High School or Below,2011-01-22,Unemployed,F,Suburban,Offer1,Medsize,9460.17545,0,133,23,32,0,6,1443.455106,22,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1,0,1,1
3690,GP13187,No,Basic,Master,2011-01-12,Unemployed,F,Suburban,Offer1,Medsize,14917.33495,0,190,1,36,0,3,1368.0,12,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0,0,1,1
3694,QU55718,No,Extended,Bachelor,2011-02-12,Employed,F,Suburban,Offer1,Large,10978.7834,92914,136,24,55,0,8,979.2,12,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1,2,1,2
3725,YS84064,No,Premium,Bachelor,2011-01-05,Unemployed,M,Suburban,Offer2,Medsize,15481.25277,0,180,29,19,3,2,1296.0,5,1,2011,Outliers,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2,0,1,1
3731,LH26131,No,Premium,High School or Below,2011-02-08,Unemployed,F,Suburban,Offer1,Large,3876.772694,0,108,2,18,0,1,1099.233361,8,2,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,2,0,1,2
3737,DZ81394,No,Basic,High School or Below,2011-01-03,Unemployed,F,Suburban,Offer1,Medsize,8708.018769,0,118,20,19,0,3,1380.107186,3,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,0,1,1
3741,JR45097,No,Basic,College,2011-01-23,Unemployed,M,Suburban,Offer2,Medsize,12779.89903,0,184,0,94,0,9,1394.849254,23,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0,0,1,1
3760,AZ84403,No,Extended,College,2011-02-04,Unemployed,F,Suburban,Offer3,Medsize,61850.18803,0,238,19,29,0,2,1142.4,4,2,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,0,1,1
3780,UG49716,No,Basic,College,2011-01-03,Unemployed,F,Suburban,Offer1,Large,4196.689511,0,114,19,77,0,1,1182.289213,3,1,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,1,2
3818,EA40332,No,Premium,Bachelor,2011-01-22,Employed,M,Suburban,Offer2,Medsize,15394.8718,35822,197,25,79,0,7,1404.868905,22,1,2011,Outliers,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,2,2,1,1
3824,FZ19620,No,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Offer1,Medsize,9672.701942,0,96,5,27,0,2,1120.677126,23,2,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,1,0,1,1
3843,PP64004,No,Basic,Bachelor,2011-01-20,Disabled,F,Suburban,Offer1,Small,8186.308757,20369,105,4,38,0,3,1126.65778,20,1,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0,0,1,0
3848,IL91509,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Offer1,Medsize,13226.22345,0,190,2,78,1,4,1398.023248,22,1,2011,Outliers,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,0,0,1,1
3854,TP20456,No,Extended,High School or Below,2011-01-01,Employed,M,Suburban,Offer3,Medsize,9090.269181,45310,229,28,70,0,1,1550.375183,1,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1,2,1,1
3889,RO90746,No,Extended,High School or Below,2011-02-11,Employed,F,Suburban,Offer3,Medsize,17816.68242,60192,220,17,87,0,7,1056.0,11,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1,2,1,1
3904,OD70577,No,Extended,College,2011-02-28,Unemployed,F,Suburban,Offer1,Medsize,2840.899849,0,80,3,99,1,1,962.526106,28,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1,0,1,1
3908,AA10041,No,Basic,High School or Below,2011-02-02,Unemployed,M,Suburban,Offer1,Medsize,7901.744238,0,113,35,83,0,5,1258.327804,2,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,0,1,1
3954,PV39600,No,Premium,Bachelor,2011-01-06,Employed,M,Suburban,Offer4,Small,8417.004401,24285,111,6,10,0,7,1257.527908,6,1,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,2,2,1,0
3987,JF90784,No,Extended,High School or Below,2011-01-08,Unemployed,F,Suburban,Offer1,Small,19323.23675,0,139,24,3,1,2,1389.140121,8,1,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1,0,1,0
4016,ZV80216,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,Suburban,Offer2,Medsize,5619.689084,0,153,25,5,0,1,1027.000029,26,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
4045,CO71128,No,Basic,College,2011-01-07,Unemployed,F,Suburban,Offer2,Medsize,21240.94357,0,190,7,45,0,2,1368.0,7,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0,0,1,1
4079,GA72966,Yes,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Offer1,Medsize,8427.172486,46503,215,4,21,1,1,1032.0,10,2,2011,Outliers,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,2,1,1
4086,TQ84956,Yes,Premium,High School or Below,2011-02-08,Employed,M,Suburban,Offer1,Medsize,10963.95723,55687,276,33,91,0,1,1324.8,8,2,2011,Outliers,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,2,2,1,1
4102,KC26486,Yes,Extended,Bachelor,2011-02-10,Employed,F,Suburban,Offer1,Medsize,8427.172486,46503,215,4,21,1,1,1032.0,10,2,2011,Outliers,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1,2,1,1
4105,SG66076,No,Extended,Bachelor,2011-01-04,Disabled,M,Suburban,Offer1,Medsize,10056.5083,16097,139,7,6,0,7,1000.8,4,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1,0,1,1
4109,QO62792,Yes,Extended,College,2011-01-14,Employed,M,Suburban,Offer2,Small,7840.165778,58414,210,7,24,2,1,1008.0,14,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,2,1,0
4126,JT47995,No,Extended,College,2011-01-01,Unemployed,F,Suburban,Offer1,Large,60556.19213,0,204,35,45,0,2,979.2,1,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1,0,1,2
4132,EZ85603,No,Premium,College,2011-01-06,Unemployed,F,Suburban,Offer1,Medsize,11631.87866,0,152,8,94,0,7,1082.814636,6,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,2,0,1,1
