,customer,response,coverage,education,effective_to_date,employment_status,gender,location_code,renew_offer_type,vehicle_size,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,day,month,year,claim_amount_bin,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate,policy_type_Personal,policy_type_Special,policy_number_L1,policy_number_L2,policy_number_L3,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,coverage_ordinal,employment_status_ordinal,location_code_ordinal,vehicle_size_ordinal
1480,US85318,No,Basic,Bachelor,2011-02-08,Employed,F,Urban,Offer2,Medsize,2478.576723,65744,62,9,77,0,1,166.507217,8,2,2011,Lower Bound,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,2,2,1
1481,FS19862,No,Basic,Bachelor,2011-01-17,Disabled,F,Suburban,Offer3,Small,9112.041503,25198,118,26,36,0,4,566.4,17,1,2011,Upper Bound,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,0,1,0
1482,ZP80713,No,Basic,Master,2011-01-09,Employed,F,Urban,Offer3,Medsize,2772.441318,79663,69,14,39,0,1,263.957201,9,1,2011,Lower Bound,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,2,2,1
1483,OK50159,No,Basic,Bachelor,2011-01-06,Employed,F,Rural,Offer2,Small,4305.793209,31071,111,0,57,2,1,215.23091,6,1,2011,Lower Bound,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,2,0,0
1484,TP54769,No,Extended,Bachelor,2011-02-27,Employed,F,Urban,Offer1,Medsize,5103.35758,39452,131,6,54,0,1,398.190882,27,2,2011,Q3,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1,2,2,1
1485,FS49381,No,Basic,Bachelor,2011-01-26,Employed,F,Urban,Offer3,Medsize,4784.960513,25813,61,16,97,0,8,205.332749,26,1,2011,Lower Bound,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,2,2,1
1486,DQ79499,No,Extended,Doctor,2011-02-11,Employed,F,Suburban,Offer1,Medsize,10541.10977,59965,131,7,54,0,7,905.030448,11,2,2011,Upper Bound,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1,2,1,1
1487,NM62724,No,Basic,High School or Below,2011-02-09,Unemployed,M,Suburban,Offer3,Medsize,2179.425137,0,63,23,90,0,1,544.362598,9,2,2011,Q3,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,0,0,1,1
1488,VO25602,No,Extended,College,2011-02-06,Employed,F,Rural,Offer1,Small,7610.840476,98701,94,22,66,0,3,79.615631,6,2,2011,Lower Bound,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1,2,0,0
1489,EP93369,No,Extended,College,2011-01-08,Unemployed,F,Suburban,Offer2,Medsize,8510.525936,0,121,5,94,0,8,871.2,8,1,2011,Upper Bound,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1,0,1,1
1490,DQ45854,No,Basic,College,2011-01-30,Employed,F,Rural,Offer2,Medsize,16172.94049,64388,68,9,46,0,2,12.394834,30,1,2011,Lower Bound,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,2,0,1
1491,QG15661,No,Basic,College,2011-02-08,Employed,M,Rural,Offer4,Medsize,2425.494812,66841,62,4,73,0,1,123.436634,8,2,2011,Lower Bound,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,2,0,1
1492,YA80645,No,Basic,High School or Below,2011-01-02,Employed,F,Urban,Offer2,Medsize,2899.317224,33738,74,6,50,1,1,304.390472,2,1,2011,Q1,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,2,2,1
1493,TW16499,No,Extended,Bachelor,2011-02-28,Employed,M,Suburban,Offer4,Small,3633.05403,43334,95,3,72,2,1,614.367195,28,2,2011,Upper Bound,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1,2,1,0
1494,UP97629,No,Extended,College,2011-01-06,Unemployed,F,Urban,Offer3,Medsize,3457.154249,0,91,13,89,0,1,245.673365,6,1,2011,Lower Bound,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1,0,2,1
1495,NU42684,No,Extended,College,2011-01-28,Employed,F,Suburban,Offer2,Medsize,3394.720301,83431,84,13,33,0,1,403.2,28,1,2011,Q3,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1,2,1,1
1496,FS42690,No,Extended,College,2011-02-01,Employed,M,Suburban,Offer1,Medsize,3781.4548,57647,94,3,99,0,1,451.2,1,2,2011,Q3,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1,2,1,1
1497,BM69818,No,Extended,Bachelor,2011-02-12,Unemployed,M,Suburban,Offer1,Large,5841.528134,0,79,17,4,0,3,379.2,12,2,2011,Q1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1,0,1,2
1498,HK15299,No,Basic,High School or Below,2011-01-28,Employed,M,Suburban,Offer2,Medsize,5479.854218,38210,69,25,41,0,3,383.043363,28,1,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0,2,1,1
1499,NP88496,No,Basic,High School or Below,2011-01-05,Unemployed,F,Suburban,Offer3,Large,20455.24946,0,67,28,72,0,2,482.4,5,1,2011,Q3,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0,0,1,2
1500,SB99002,No,Basic,Bachelor,2011-02-01,Employed,F,Rural,Offer4,Medsize,8319.123035,49734,69,3,41,0,2,154.748539,1,2,2011,Lower Bound,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,0,2,0,1
1501,VW82067,Yes,Basic,Master,2011-02-03,Employed,F,Suburban,Offer2,Small,5181.620895,97131,64,5,80,0,6,307.2,3,2,2011,Q1,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,2,1,0
1502,JG30837,No,Basic,College,2011-01-19,Disabled,M,Suburban,Offer4,Medsize,4163.79336,11689,117,7,46,0,1,561.6,19,1,2011,Upper Bound,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0,0,1,1
1503,AC22873,No,Extended,High School or Below,2011-02-03,Medical Leave,F,Suburban,Offer1,Medsize,4853.100287,17120,125,14,95,0,1,717.285949,3,2,2011,Upper Bound,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,1,0,1,1
1505,WT71621,No,Extended,Bachelor,2011-02-02,Employed,F,Urban,Offer2,Medsize,3280.457296,63297,82,1,33,0,1,251.756739,2,2,2011,Lower Bound,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1,2,2,1
1506,OF24813,No,Basic,High School or Below,2011-02-19,Employed,F,Urban,Offer2,Medsize,32961.15225,66014,102,34,11,0,2,459.966453,19,2,2011,Q3,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,2,2,1
1507,GH31557,No,Basic,High School or Below,2011-01-25,Employed,M,Suburban,Offer2,Small,2684.581561,98121,67,22,49,0,1,383.655742,25,1,2011,Q1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0,2,1,0
1508,WI89081,No,Extended,Bachelor,2011-02-24,Employed,M,Urban,Offer1,Medsize,10392.96347,93495,129,8,0,0,9,618.20653,24,2,2011,Upper Bound,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1,2,2,1
1509,IO27771,No,Premium,College,2011-01-07,Employed,F,Suburban,Offer1,Small,9036.657561,89382,112,2,61,0,3,573.990258,7,1,2011,Upper Bound,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,2,2,1,0
1510,HB99061,No,Extended,High School or Below,2011-02-02,Employed,F,Rural,Offer4,Medsize,5352.18703,97742,132,6,52,0,1,199.590599,2,2,2011,Lower Bound,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,1,2,0,1
1511,HQ82089,No,Premium,High School or Below,2011-01-23,Unemployed,F,Suburban,Offer1,Medsize,11880.96623,0,114,29,96,0,2,820.8,23,1,2011,Upper Bound,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,2,0,1,1
1512,JN72184,No,Basic,College,2011-02-18,Unemployed,M,Suburban,Offer1,Medsize,2557.094323,0,73,30,8,0,1,525.6,18,2,2011,Q3,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0,0,1,1
1513,WQ46946,No,Extended,College,2011-02-09,Employed,F,Urban,Offer1,Medsize,7914.82311,77153,99,3,27,1,5,355.641958,9,2,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,2,2,1
1514,WJ44028,No,Extended,Master,2011-01-23,Employed,M,Suburban,Offer2,Medsize,9840.082616,94590,81,26,31,0,2,388.8,23,1,2011,Q3,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,1,2,1,1
1515,WH77063,No,Premium,High School or Below,2011-02-09,Employed,F,Suburban,Offer4,Small,4351.550504,74163,108,14,63,0,1,518.4,9,2,2011,Q3,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,2,2,1,0
1517,AQ46199,No,Basic,High School or Below,2011-01-07,Unemployed,M,Suburban,Offer4,Medsize,4825.258632,0,71,8,30,0,8,511.2,7,1,2011,Q3,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,0,1,1
1518,WV69362,No,Extended,High School or Below,2011-02-23,Unemployed,F,Suburban,Offer2,Medsize,6947.838781,0,99,12,77,0,4,475.2,23,2,2011,Q3,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,1,0,1,1
1519,RJ90816,No,Extended,College,2011-02-14,Employed,F,Rural,Offer2,Small,3344.809462,33243,85,13,19,0,1,24.555177,14,2,2011,Lower Bound,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1,2,0,0
1520,NH19236,No,Basic,Master,2011-02-23,Unemployed,M,Urban,Offer2,Medsize,2357.503128,0,64,25,80,0,1,199.791024,23,2,2011,Lower Bound,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,0,2,1
1521,VW88911,No,Premium,High School or Below,2011-02-13,Unemployed,M,Suburban,Offer1,Large,35944.71048,0,114,33,55,0,2,820.8,13,2,2011,Upper Bound,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,2,0,1,2
1522,NV14535,Yes,Basic,High School or Below,2011-02-18,Retired,M,Suburban,Offer1,Medsize,10408.96865,20228,101,3,43,1,2,523.815839,18,2,2011,Q3,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0,1,1,1
1523,BM66931,No,Basic,High School or Below,2011-02-05,Employed,F,Urban,Offer2,Medsize,4048.16129,92801,100,24,23,0,1,407.045238,5,2,2011,Q3,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0,2,2,1
1524,JW24035,No,Basic,College,2011-01-13,Unemployed,M,Suburban,Offer2,Medsize,6852.001946,0,69,7,45,1,2,406.999443,13,1,2011,Q3,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,0,1,1
1525,PG82270,No,Basic,College,2011-02-09,Employed,M,Suburban,Offer4,Small,2903.024168,36845,74,14,33,0,1,355.2,9,2,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,2,1,0
1526,RW65101,No,Basic,College,2011-01-31,Unemployed,F,Suburban,Offer3,Medsize,18039.11422,0,63,28,82,0,2,503.204804,31,1,2011,Q3,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0,0,1,1
1527,QO79771,No,Extended,Master,2011-02-10,Employed,F,Rural,Offer2,Small,3242.043926,72330,81,2,50,2,1,126.509441,10,2,2011,Lower Bound,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,1,2,0,0
1528,EC44438,No,Basic,Bachelor,2011-01-02,Medical Leave,F,Suburban,Offer1,Small,2467.620791,19352,65,16,0,0,1,724.463534,2,1,2011,Upper Bound,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,0,1,0
1529,MW54213,No,Basic,College,2011-01-03,Unemployed,M,Suburban,Offer1,Medsize,5674.383424,0,62,13,6,5,2,297.6,3,1,2011,Q1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0,0,1,1
1530,ZN33412,No,Extended,College,2011-02-01,Disabled,F,Suburban,Offer1,Medsize,8634.355958,25073,79,3,84,0,2,379.2,1,2,2011,Q1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,0,1,1
1531,HZ56678,No,Basic,High School or Below,2011-01-12,Disabled,F,Suburban,Offer4,Large,2780.196856,20261,72,4,55,0,1,345.6,12,1,2011,Q1,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,0,0,1,2
1532,AN36757,No,Extended,Master,2011-02-27,Employed,M,Urban,Offer2,Medsize,22056.00496,66851,92,10,70,2,2,408.550442,27,2,2011,Q3,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,2,2,1
1533,NB54665,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Offer2,Medsize,2514.59196,43860,65,15,58,0,1,156.124914,14,2,2011,Lower Bound,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,2,0,1
1535,MX76292,No,Basic,Doctor,2011-02-13,Employed,F,Rural,Offer1,Medsize,7706.036295,48019,64,15,94,0,2,137.665031,13,2,2011,Lower Bound,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0,2,0,1
1536,EJ90880,No,Basic,College,2011-01-25,Employed,M,Suburban,Offer1,Medsize,2790.458197,28786,71,30,69,1,1,345.619809,25,1,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0,2,1,1
1537,WO95180,Yes,Basic,High School or Below,2011-01-29,Retired,F,Suburban,Offer1,Medsize,2397.036098,22283,65,16,93,0,1,572.072106,29,1,2011,Upper Bound,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,1,1,1
1538,BU53191,No,Basic,Bachelor,2011-02-02,Employed,F,Rural,Offer1,Small,8834.322784,34133,111,0,72,0,7,226.9684,2,2,2011,Lower Bound,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,2,0,0
1539,ZK54897,Yes,Premium,Master,2011-01-26,Employed,M,Rural,Offer1,Medsize,14435.67365,60880,119,25,89,0,2,109.906628,26,1,2011,Lower Bound,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,2,2,0,1
1540,PP48389,No,Premium,Bachelor,2011-02-25,Unemployed,F,Suburban,Offer1,Medsize,6871.966648,0,196,5,59,2,1,940.8,25,2,2011,Upper Bound,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,2,0,1,1
1542,OP26403,No,Basic,College,2011-02-17,Employed,F,Suburban,Offer1,Small,4834.797545,32017,62,9,10,2,7,297.6,17,2,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0,2,1,0
1543,XK15687,No,Extended,High School or Below,2011-01-14,Employed,F,Rural,Offer1,Medsize,10899.30177,58518,136,17,9,0,3,323.637414,14,1,2011,Q1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,2,0,1
1544,ED29955,No,Basic,Bachelor,2011-01-15,Employed,M,Suburban,Offer1,Medsize,5284.041003,61542,67,33,83,0,6,321.6,15,1,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,0,2,1,1
1545,QT84720,No,Basic,Bachelor,2011-01-03,Employed,F,Rural,Offer1,Large,2891.726781,56761,73,31,80,1,1,85.146928,3,1,2011,Lower Bound,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,2,0,2
1546,ZH35315,No,Basic,College,2011-02-19,Disabled,M,Suburban,Offer2,Large,4900.545112,22976,66,19,33,0,4,345.951322,19,2,2011,Q1,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,0,1,2
1547,EE76374,No,Basic,High School or Below,2011-01-29,Unemployed,F,Suburban,Offer1,Medsize,20842.5963,0,72,14,29,0,2,709.082334,29,1,2011,Upper Bound,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,0,0,1,1
1548,RF72106,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Offer1,Small,8415.644389,0,62,8,98,0,2,446.4,13,2,2011,Q3,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,0,1,0
1549,BS13111,No,Basic,Bachelor,2011-01-18,Unemployed,M,Urban,Offer1,Medsize,6630.836094,0,66,20,53,0,2,315.950185,18,1,2011,Q1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,0,2,1
1550,JP12645,Yes,Basic,Bachelor,2011-02-10,Employed,M,Suburban,Offer1,Medsize,12036.62051,44428,104,17,61,0,2,499.2,10,2,2011,Q3,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,2,1,1
1551,ZF28570,No,Premium,Bachelor,2011-02-17,Employed,M,Suburban,Offer3,Medsize,3895.034766,52361,102,13,78,0,1,645.952371,17,2,2011,Upper Bound,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,2,2,1,1
1553,SZ60450,No,Extended,High School or Below,2011-02-13,Employed,M,Rural,Offer3,Medsize,3419.108695,40272,86,8,64,0,1,23.387192,13,2,2011,Lower Bound,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1,2,0,1
1554,HL63895,No,Basic,Master,2011-01-18,Employed,M,Urban,Offer1,Medsize,7302.775082,30492,61,32,68,0,2,171.38289,18,1,2011,Lower Bound,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,2,2,1
1556,OU53351,No,Basic,College,2011-02-18,Employed,M,Suburban,Offer4,Small,2486.064902,36635,63,20,28,0,1,302.4,18,2,2011,Q1,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0,2,1,0
1557,SX50964,No,Basic,Bachelor,2011-01-24,Employed,F,Urban,Offer2,Small,5224.328801,83389,65,5,57,0,3,209.25613,24,1,2011,Lower Bound,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0,2,2,0
1558,RP30093,No,Premium,Bachelor,2011-01-23,Employed,F,Suburban,Offer1,Medsize,49221.43073,63035,153,20,97,0,2,734.4,23,1,2011,Upper Bound,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2,2,1,1
1559,BK73302,No,Extended,Bachelor,2011-02-17,Employed,M,Suburban,Offer2,Medsize,3167.888725,61638,82,3,55,2,1,544.340079,17,2,2011,Q3,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1,2,1,1
1560,CS93971,Yes,Basic,College,2011-01-27,Retired,F,Suburban,Offer1,Small,7805.31287,21073,106,25,54,1,3,508.8,27,1,2011,Q3,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1,1,0
1561,RG13940,Yes,Basic,College,2011-01-27,Unemployed,F,Suburban,Offer1,Large,13197.92893,0,68,19,2,3,2,326.4,27,1,2011,Q1,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0,0,1,2
1562,ZG94155,No,Extended,Bachelor,2011-02-24,Unemployed,M,Rural,Offer1,Large,6234.305918,0,82,26,12,0,9,192.7604,24,2,2011,Lower Bound,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1,0,0,2
1563,QN15356,No,Basic,College,2011-02-12,Unemployed,M,Suburban,Offer1,Large,7539.600588,0,74,23,64,0,2,532.8,12,2,2011,Q3,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0,0,1,2
1564,MZ16820,No,Premium,High School or Below,2011-01-11,Employed,M,Suburban,Offer2,Small,8157.933629,86811,102,19,22,0,5,489.6,11,1,2011,Q3,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,2,2,1,0
1565,DO98345,No,Extended,High School or Below,2011-02-28,Employed,M,Urban,Offer2,Medsize,13156.74895,72517,82,33,27,0,2,371.458196,28,2,2011,Q1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,1,2,2,1
1566,EQ69638,No,Extended,College,2011-01-15,Unemployed,M,Suburban,Offer3,Small,5107.624201,0,77,2,71,0,9,554.4,15,1,2011,Upper Bound,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1,0,1,0
1567,UK76814,No,Basic,Doctor,2011-02-25,Employed,F,Urban,Offer2,Medsize,5339.388388,84424,66,18,71,0,9,231.537001,25,2,2011,Lower Bound,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0,2,2,1
1568,SR30440,No,Basic,College,2011-01-13,Employed,F,Suburban,Offer3,Medsize,8649.175023,43383,109,7,60,0,8,757.593913,13,1,2011,Upper Bound,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,2,1,1
1569,XE66367,Yes,Extended,High School or Below,2011-02-20,Employed,M,Rural,Offer1,Medsize,7519.133631,96306,95,12,17,1,6,185.355353,20,2,2011,Lower Bound,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,1,2,0,1
1570,SZ70655,No,Basic,College,2011-01-31,Unemployed,F,Suburban,Offer1,Large,4293.009593,0,61,18,15,0,8,292.8,31,1,2011,Q1,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,0,0,1,2
1571,LX99948,No,Basic,Master,2011-02-18,Employed,F,Urban,Offer4,Small,4529.062612,65134,112,28,48,0,1,529.147483,18,2,2011,Q3,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0,2,2,0
1572,DK98861,No,Basic,College,2011-01-18,Employed,F,Urban,Offer2,Medsize,13160.3389,94125,109,33,21,0,2,341.680131,18,1,2011,Q1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,2,2,1
1573,JX14364,No,Basic,College,2011-02-24,Employed,M,Suburban,Offer1,Medsize,13235.54436,39778,112,23,49,0,2,806.4,24,2,2011,Upper Bound,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,2,1,1
1574,LI85491,No,Basic,High School or Below,2011-01-01,Unemployed,F,Suburban,Offer1,Small,3744.577726,0,101,3,32,0,1,727.2,1,1,2011,Upper Bound,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,0,1,0
1575,JY87538,No,Basic,College,2011-01-14,Employed,F,Urban,Offer1,Medsize,28486.0728,91871,102,5,3,0,2,346.845129,14,1,2011,Q1,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0,2,2,1
1576,VE55982,No,Basic,Bachelor,2011-01-01,Employed,M,Suburban,Offer1,Medsize,2644.684556,54000,66,15,45,0,1,373.881547,1,1,2011,Q1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0,2,1,1
1577,WK99918,Yes,Extended,Doctor,2011-01-30,Employed,M,Suburban,Offer2,Medsize,5073.282126,57709,125,10,26,0,1,600.0,30,1,2011,Upper Bound,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1,2,1,1
1578,XP16538,No,Basic,High School or Below,2011-02-03,Employed,F,Urban,Offer2,Small,4272.585137,81132,107,19,52,0,1,419.105559,3,2,2011,Q3,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,2,2,0
1579,HW42900,No,Extended,College,2011-01-29,Employed,M,Suburban,Offer1,Small,11003.01645,22926,93,1,99,0,2,479.934846,29,1,2011,Q3,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,1,2,1,0
1580,JG84729,No,Basic,College,2011-01-20,Unemployed,F,Suburban,Offer1,Medsize,14181.64282,0,72,15,91,2,2,345.6,20,1,2011,Q1,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0,0,1,1
1581,UX71137,No,Premium,Doctor,2011-02-05,Employed,F,Urban,Offer2,Medsize,8875.965501,69205,110,20,56,0,6,372.362565,5,2,2011,Q1,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,2,2,2,1
1582,ND29059,No,Extended,Bachelor,2011-02-26,Employed,M,Urban,Offer1,Medsize,11077.68591,78011,138,14,42,0,3,619.698644,26,2,2011,Upper Bound,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1,2,2,1
1583,HC76653,No,Basic,College,2011-01-07,Employed,M,Suburban,Offer2,Medsize,2435.689035,32931,62,16,45,0,1,297.6,7,1,2011,Q1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0,2,1,1
